symbol,name,exchange,sector,industry,currency
TAXI.US,Northern Trust Intermediate Tax-Exempt Bond ETF,NASDAQ,,,USD
TAXS.US,Northern Trust Short-Term Tax-Exempt Bond ETF,NASDAQ,,,USD
TAXT.US,Northern Trust Tax-Exempt Bond ETF,NASDAQ,,,USD
TAYD.US,"Taylor Devices, Inc. - Common Stock",NASDAQ,,,USD
TBBK.US,"The Bancorp, Inc. - Common Stock",NASDAQ,,,USD
TBCH.US,Turtle Beach Corporation - Common Stock,NASDAQ,,,USD
TBH.US,"Brag House Holdings, Inc. - Common Stock",NASDAQ,,,USD
TBHC.US,"The Brand House Collective, Inc - Common Stock",NASDAQ,,,USD
TBIL.US,US Treasury 3 Month Bill ETF,NASDAQ,,,USD
TBLA.US,Taboola.com Ltd. - Ordinary Shares,NASDAQ,,,USD
TBLAW.US,Taboola.com Ltd. - Warrant,NASDAQ,,,USD
TBLD.US,Thornburg Income Builder Opportunities Trust - Closed End Fund,NASDAQ,,,USD
TBMC.US,Trailblazer Merger Corporation I - Class A Common Stock,NASDAQ,,,USD
TBMCR.US,Trailblazer Merger Corporation I - Rights,NASDAQ,,,USD
TBPH.US,"Theravance Biopharma, Inc. - Ordinary Shares",NASDAQ,,,USD
TBRG.US,"TruBridge, Inc. - Common Stock",NASDAQ,,,USD
TC.US,Token Cat Limited - American Depositary Shares,NASDAQ,,,USD
TCBI.US,"Texas Capital Bancshares, Inc. - Common Stock",NASDAQ,,,USD
TCBIO.US,"Texas Capital Bancshares, Inc. - Depositary Shares 5.75% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series B",NASDAQ,,,USD
TCBK.US,TriCo Bancshares - Common Stock,NASDAQ,,,USD
TCBS.US,"Texas Community Bancshares, Inc. - Common Stock",NASDAQ,,,USD
TCBX.US,"Third Coast Bancshares, Inc. - Common Stock",NASDAQ,,,USD
TCHI.US,iShares MSCI China Multisector Tech ETF,NASDAQ,,,USD
TCMD.US,"Tactile Systems Technology, Inc. - Common Stock",NASDAQ,,,USD
TCOM.US,Trip.com Group Limited - American Depositary Shares,NASDAQ,,,USD
TCPC.US,BlackRock TCP Capital Corp. - Closed End Fund,NASDAQ,,,USD
TCRT.US,"Alaunos Therapeutics, Inc. - Common Stock",NASDAQ,,,USD
TCRX.US,"TScan Therapeutics, Inc. - Common Stock",NASDAQ,,,USD
TCX.US,Tucows Inc. - Common Stock,NASDAQ,,,USD
TDAC.US,Translational Development Acquisition Corp. - Ordinary Shares,NASDAQ,,,USD
TDACU.US,Translational Development Acquisition Corp. - Units,NASDAQ,,,USD
TDACW.US,Translational Development Acquisition Corp. - Warrants,NASDAQ,,,USD
TDI.US,Touchstone Dynamic International ETF,NASDAQ,,,USD
TDIC.US,Dreamland Limited - Class A Ordinary Shares,NASDAQ,,,USD
TDIV.US,First Trust NASDAQ Technology Dividend Index Fund,NASDAQ,,,USD
TDSB.US,ETC Cabana Target Beta ETF,NASDAQ,,,USD
TDSC.US,ETC Cabana Target Drawdown 10 ETF,NASDAQ,,,USD
TDTH.US,Trident Digital Tech Holdings Ltd - American Depository Shares,NASDAQ,,,USD
TDUP.US,ThredUp Inc. - Class A Common Stock,NASDAQ,,,USD
TEAD.US,Teads Holding Co. - Common Stock,NASDAQ,,,USD
TEAM.US,Atlassian Corporation  - Class A Common Stock,NASDAQ,,,USD
TECTP.US,"Tectonic Financial, Inc. - 9.00% Fixed-to-Floating Rate Series B Non-Cumulative Perpetual Preferred Stock",NASDAQ,,,USD
TECX.US,"Tectonic Therapeutic, Inc. - Common Stock",NASDAQ,,,USD
TEKX.US,SPDR Galaxy Transformative Tech Accelerators ETF,NASDAQ,,,USD
TEKY.US,Lazard Next Gen Technologies ETF,NASDAQ,,,USD
TELA.US,"TELA Bio, Inc. - Common stock",NASDAQ,,,USD
TELO.US,"Telomir Pharmaceuticals, Inc. - Common Stock",NASDAQ,,,USD
TEM.US,"Tempus AI, Inc. - Class A Common Stock",NASDAQ,,,USD
TENB.US,"Tenable Holdings, Inc. - Common Stock",NASDAQ,,,USD
TENX.US,"Tenax Therapeutics, Inc. - Common Stock",NASDAQ,,,USD
TERN.US,"Terns Pharmaceuticals, Inc. - Common Stock",NASDAQ,,,USD
TEXN.US,iShares Texas Equity ETF,NASDAQ,,,USD
TFNS.US,T. Rowe Price Financials ETF,NASDAQ,,,USD
TFSL.US,TFS Financial Corporation - Common Stock,NASDAQ,,,USD
TGHL.US,The GrowHub Limited - Class A Ordinary Shares,NASDAQ,,,USD
TGL.US,Treasure Global Inc. - Common Stock,NASDAQ,,,USD
TGTX.US,"TG Therapeutics, Inc. - Common Stock",NASDAQ,,,USD
TH.US,Target Hospitality Corp. - Common Stock,NASDAQ,,,USD
THAR.US,"Tharimmune, Inc. - Common Stock",NASDAQ,,,USD
THCH.US,TH International Limited - Ordinary shares,NASDAQ,,,USD
THFF.US,First Financial Corporation  - Common Stock,NASDAQ,,,USD
THH.US,TryHard Holdings Limited - Ordinary Shares,NASDAQ,,,USD
THMZ.US,Lazard Equity Megatrends ETF,NASDAQ,,,USD
THRM.US,Gentherm Inc - Common Stock,NASDAQ,,,USD
THRV.US,Prospera Income ETF,NASDAQ,,,USD
THRY.US,"Thryv Holdings, Inc. - Common Stock",NASDAQ,,,USD
TIGO.US,Millicom International Cellular S.A. - Common Stock,NASDAQ,,,USD
TIGR.US,UP Fintech Holding Limited - American Depositary Shares representing fifteen Class A Ordinary Shares,NASDAQ,,,USD
TIL.US,"Instil Bio, Inc. - Common Stock",NASDAQ,,,USD
TILE.US,"Interface, Inc. - Common Stock",NASDAQ,,,USD
TIPT.US,Tiptree Inc. - Common Stock,NASDAQ,,,USD
TIRX.US,TIAN RUIXIANG Holdings Ltd - Class A Ordinary Shares,NASDAQ,,,USD
TITN.US,Titan Machinery Inc. - Common Stock,NASDAQ,,,USD
TIVC.US,"Tivic Health Systems, Inc. - Common stock",NASDAQ,,,USD
TKLF.US,"Tokyo Lifestyle Co., Ltd. - American Depositary Shares",NASDAQ,,,USD
TKNO.US,"Alpha Teknova, Inc. - Common Stock",NASDAQ,,,USD
TLF.US,"Tandy Leather Factory, Inc. - common stock",NASDAQ,,,USD
TLIH.US,Ten-League International Holdings Limited - Ordinary Shares,NASDAQ,,,USD
TLN.US,Talen Energy Corporation - Common Stock,NASDAQ,,,USD
TLNCU.US,Talon Capital Corp. - Units,NASDAQ,,,USD
TLPH.US,"Talphera, Inc. - Common Stock",NASDAQ,,,USD
TLRY.US,"Tilray Brands, Inc. - Common Stock",NASDAQ,,,USD
TLS.US,Telos Corporation - Common Stock,NASDAQ,,,USD
TLSA.US,Tiziana Life Sciences Ltd - Common Shares,NASDAQ,,,USD
TLSI.US,"TriSalus Life Sciences, Inc. - Common Stock",NASDAQ,,,USD
TLSIW.US,"TriSalus Life Sciences, Inc. - Warrant",NASDAQ,,,USD
TLT.US,iShares 20+ Year Treasury Bond ETF,NASDAQ,,,USD
TLX.US,Telix Pharmaceuticals Limited - American Depositary Shares,NASDAQ,,,USD
TMB.US,Thornburg Multi Sector Bond ETF,NASDAQ,,,USD
TMC.US,TMC the metals company Inc. - Common Stock,NASDAQ,,,USD
TMCI.US,"Treace Medical Concepts, Inc. - Common Stock",NASDAQ,,,USD
TMCWW.US,TMC the metals company Inc. - Warrant,NASDAQ,,,USD
TMDX.US,"TransMedics Group, Inc. - Common Stock",NASDAQ,,,USD
TMED.US,T. Rowe Price Health Care ETF,NASDAQ,,,USD
TMET.US,iShares Transition-Enabling Metals ETF,NASDAQ,,,USD
TMUSI.US,"T-Mobile US, Inc. - 5.500% Senior Notes due June 2070",NASDAQ,,,USD
TMUSL.US,"T-Mobile US, Inc. - 6.250% Senior Notes due 2069",NASDAQ,,,USD
TMUSZ.US,"T-Mobile US, Inc. - 5.500% Senior Notes due March 2070",NASDAQ,,,USD
TNDM.US,"Tandem Diabetes Care, Inc. - Common Stock",NASDAQ,,,USD
TNGX.US,"Tango Therapeutics, Inc. - Common Stock",NASDAQ,,,USD
TNMG.US,TNL Mediagene - Ordinary Shares,NASDAQ,,,USD
TNON.US,"Tenon Medical, Inc. - Common Stock",NASDAQ,,,USD
TNONW.US,"Tenon Medical, Inc. - Warrant",NASDAQ,,,USD
TNXP.US,Tonix Pharmaceuticals Holding Corp. - Common Stock,NASDAQ,,,USD
TNYA.US,"Tenaya Therapeutics, Inc. - Common Stock",NASDAQ,,,USD
TOI.US,"The Oncology Institute, Inc. - Common Stock",NASDAQ,,,USD
TOIIW.US,"The Oncology Institute, Inc. - Warrant",NASDAQ,,,USD
TOMZ.US,"TOMI Environmental Solutions, Inc. - Common Stock",NASDAQ,,,USD
TONX.US,TON Strategy Company - Common Stock,NASDAQ,,,USD
TOP.US,TOP Financial Group Limited - Class A Ordinary Shares,NASDAQ,,,USD
TORO.US,Toro Corp. - Common stock,NASDAQ,,,USD
TOUR.US,Tuniu Corporation - American Depositary Shares,NASDAQ,,,USD
TOWN.US,Towne Bank - Common Stock,NASDAQ,,,USD
TOYO.US,"TOYO Co., Ltd - Ordinary Shares",NASDAQ,,,USD
TPCS.US,TechPrecision Corporation - Common stock,NASDAQ,,,USD
TPG.US,TPG Inc. - Class A Common Stock,NASDAQ,,,USD
TPGXL.US,TPG Inc. - 6.950% Fixed-Rate Junior Subordinated Notes due 2064,NASDAQ,,,USD
TPLS.US,Thornburg Core Plus Bond ETF,NASDAQ,,,USD
TPST.US,"Tempest Therapeutics, Inc. - Common Stock",NASDAQ,,,USD
TQQQ.US,ProShares UltraPro QQQ,NASDAQ,,,USD
TQQY.US,GraniteShares YieldBOOST QQQ ETF,NASDAQ,,,USD
TRAW.US,"Traws Pharma, Inc. - Common Stock",NASDAQ,,,USD
TRDA.US,"Entrada Therapeutics, Inc. - Common Stock",NASDAQ,,,USD
TREE.US,"LendingTree, Inc. - Common Stock",NASDAQ,,,USD
TRI.US,Thomson Reuters Corp - Common Shares,NASDAQ,,,USD
TRIB.US,Trinity Biotech plc - American Depositary Shares,NASDAQ,,,USD
TRIL.US,Defiance Trillion Dollar Club Index ETF  ,NASDAQ,,,USD
TRIN.US,Trinity Capital Inc. - Common Stock,NASDAQ,,,USD
TRINI.US,Trinity Capital Inc. - 7.875% Notes Due 2029,NASDAQ,,,USD
TRINZ.US,Trinity Capital Inc. - 7.875% Notes due 2029,NASDAQ,,,USD
TRIP.US,"TripAdvisor, Inc. - Common Stock",NASDAQ,,,USD
TRMD.US,TORM plc - Class A Common Stock,NASDAQ,,,USD
TRMK.US,Trustmark Corporation - Common Stock,NASDAQ,,,USD
TRML.US,"Tourmaline Bio, Inc.  - Common Stock",NASDAQ,,,USD
TRNR.US,Interactive Strength Inc. - Common Stock,NASDAQ,,,USD
TRNS.US,"Transcat, Inc. - Common Stock",NASDAQ,,,USD
TRON.US,Tron Inc. - Common Stock,NASDAQ,,,USD
TROO.US,"TROOPS, Inc.  - Ordinary Shares",NASDAQ,,,USD
TRS.US,TriMas Corporation - Common Stock,NASDAQ,,,USD
TRSG.US,Tungray Technologies Inc - Class A Ordinary Shares,NASDAQ,,,USD
TRST.US,TrustCo Bank Corp NY - Common Stock,NASDAQ,,,USD
TRUD.US,VanEck Consumer Discretionary TruSector ETF,NASDAQ,,,USD
TRUE.US,"TrueCar, Inc. - Common Stock",NASDAQ,,,USD
TRUG.US,"TruGolf Holdings, Inc. - Class A Common Stock",NASDAQ,,,USD
TRUP.US,"Trupanion, Inc. - Common Stock",NASDAQ,,,USD
TRUT.US,VanEck Technology TruSector ETF,NASDAQ,,,USD
TRVG.US,trivago N.V. - American Depositary Shares,NASDAQ,,,USD
TRVI.US,"Trevi Therapeutics, Inc. - Common Stock",NASDAQ,,,USD
TSAT.US,Telesat Corporation - Class A Common Shares and Class B Variable Voting Shares,NASDAQ,,,USD
TSBK.US,"Timberland Bancorp, Inc. - Common Stock",NASDAQ,,,USD
TSDD.US,GraniteShares 2x Short TSLA Daily ETF,NASDAQ,,,USD
TSEL.US,Touchstone Sands Capital US Select Growth ETF,NASDAQ,,,USD
TSEM.US,Tower Semiconductor Ltd. - Ordinary Shares,NASDAQ,,,USD
TSHA.US,"Taysha Gene Therapies, Inc. - Common Stock",NASDAQ,,,USD
TSL.US,GraniteShares 1.25x Long TSLA Daily ETF,NASDAQ,,,USD
TSLG.US,Leverage Shares 2X Long TSLA Daily ETF,NASDAQ,,,USD
TSLL.US,Direxion Daily TSLA Bull 2X Shares,NASDAQ,,,USD
TSLQ.US,Tradr 2X Short TSLA Daily ETF,NASDAQ,,,USD
TSLR.US,GraniteShares 2x Long TSLA Daily ETF,NASDAQ,,,USD
TSLS.US,Direxion Daily TSLA Bear 1X Shares,NASDAQ,,,USD
TSMG.US,Leverage Shares 2X Long TSM Daily ETF,NASDAQ,,,USD
TSMU.US,GraniteShares 2x Long TSM Daily ETF,NASDAQ,,,USD
TSMX.US,Direxion Daily TSM Bull 2X Shares,NASDAQ,,,USD
TSMZ.US,Direxion Daily TSM Bear 1X Shares,NASDAQ,,,USD
TSPY.US,TappAlpha SPY Growth & Daily Income ETF,NASDAQ,,,USD
TSSI.US,"TSS, Inc. - Common Stock",NASDAQ,,,USD
TSYY.US,GraniteShares YieldBOOST TSLA ETF,NASDAQ,,,USD
TTAN.US,"ServiceTitan, Inc. - Class A Common Stock",NASDAQ,,,USD
TTEC.US,"TTEC Holdings, Inc. - Common Stock",NASDAQ,,,USD
TTEK.US,"Tetra Tech, Inc. - Common Stock",NASDAQ,,,USD
TTEQ.US,T. Rowe Price Technology ETF,NASDAQ,,,USD
TTGT.US,"TechTarget, Inc. - Common Stock",NASDAQ,,,USD
TTMI.US,"TTM Technologies, Inc. - Common Stock",NASDAQ,,,USD
TTNP.US,"Titan Pharmaceuticals, Inc. - Common Stock",NASDAQ,,,USD
TTSH.US,"Tile Shop Holdings, Inc. - Common Stock",NASDAQ,,,USD
TUG.US,STF Tactical Growth ETF,NASDAQ,,,USD
TUGN.US,STF Tactical Growth & Income ETF,NASDAQ,,,USD
TUR.US,iShares MSCI Turkey ETF,NASDAQ,,,USD
TURB.US,"Turbo Energy, S.A. - American Depositary Shares",NASDAQ,,,USD
TURF.US,T. Rowe Price Natural Resources ETF,NASDAQ,,,USD
TUSK.US,"Mammoth Energy Services, Inc. - Common Stock",NASDAQ,,,USD
TVA.US,Texas Ventures Acquisition III Corp - Class A Ordinary Share,NASDAQ,,,USD
TVACU.US,Texas Ventures Acquisition III Corp - Unit,NASDAQ,,,USD
TVACW.US,Texas Ventures Acquisition III Corp - Warrants,NASDAQ,,,USD
TVAI.US,Thayer Ventures Acquisition Corporation II - Class A Ordinary Shares,NASDAQ,,,USD
TVAIR.US,Thayer Ventures Acquisition Corporation II - Rights,NASDAQ,,,USD
TVAIU.US,Thayer Ventures Acquisition Corporation II - Unit,NASDAQ,,,USD
TVGN.US,Tevogen Bio Holdings Inc. - Common Stock,NASDAQ,,,USD
TVGNW.US,Tevogen Bio Holdings Inc. - Warrant,NASDAQ,,,USD
TVRD.US,"Tvardi Therapeutics, Inc. - Common Stock",NASDAQ,,,USD
TVTX.US,"Travere Therapeutics, Inc. - Common Stock",NASDAQ,,,USD
TW.US,Tradeweb Markets Inc. - Class A Common Stock,NASDAQ,,,USD
TWFG.US,"TWFG, Inc. - Common Stock",NASDAQ,,,USD
TWG.US,Top Wealth Group Holding Limited - Class A Ordinary Shares,NASDAQ,,,USD
TWIN.US,"Twin Disc, Incorporated - Common Stock",NASDAQ,,,USD
TWNP.US,Twin Hospitality Group Inc. - Class A Common Stock,NASDAQ,,,USD
TWST.US,Twist Bioscience Corporation - Common Stock,NASDAQ,,,USD
TXG.US,"10x Genomics, Inc. - Common Stock",NASDAQ,,,USD
TXMD.US,"TherapeuticsMD, Inc. - Common Stock",NASDAQ,,,USD
TXRH.US,"Texas Roadhouse, Inc. - Common Stock",NASDAQ,,,USD
TXSS.US,Texas Capital Texas Small Cap Equity Index ETF,NASDAQ,,,USD
TXUE.US,Thornburg International Equity ETF,NASDAQ,,,USD
TXUG.US,Thornburg International Growth Fund ETF,NASDAQ,,,USD
TYGO.US,"Tigo Energy, Inc. - Common Stock",NASDAQ,,,USD
TYRA.US,"Tyra Biosciences, Inc. - Common Stock",NASDAQ,,,USD
TZOO.US,Travelzoo - Common Stock,NASDAQ,,,USD
TZUP.US,Thumzup Media Corporation - Common Stock,NASDAQ,,,USD
UAE.US,iShares MSCI UAE ETF,NASDAQ,,,USD
UBCP.US,"United Bancorp, Inc. - Common Stock",NASDAQ,,,USD
UBFO.US,United Security Bancshares - Common Stock,NASDAQ,,,USD
UBND.US,VictoryShares Core Plus Intermediate Bond ETF,NASDAQ,,,USD
UBRL.US,GraniteShares 2x Long UBER Daily ETF,NASDAQ,,,USD
UBSI.US,"United Bankshares, Inc. - Common Stock",NASDAQ,,,USD
UBXG.US,U-BX Technology Ltd. - Ordinary Shares,NASDAQ,,,USD
UCAR.US,U Power Limited - Class A Ordinary Shares,NASDAQ,,,USD
UCL.US,uCloudlink Group Inc. - American Depositary Shares,NASDAQ,,,USD
UCRD.US,VictoryShares Corporate Bond ETF,NASDAQ,,,USD
UCTT.US,"Ultra Clean Holdings, Inc. - Common Stock",NASDAQ,,,USD
UCYB.US,ProShares Ultra Nasdaq Cybersecurity,NASDAQ,,,USD
UDMY.US,"Udemy, Inc. - Common Stock",NASDAQ,,,USD
UEIC.US,Universal Electronics Inc. - Common Stock,NASDAQ,,,USD
UEVM.US,VictoryShares Emerging Markets Value Momentum ETF,NASDAQ,,,USD
UFCS.US,"United Fire Group, Inc - Common Stock",NASDAQ,,,USD
UFG.US,Uni-Fuels Holdings Limited - Class A Ordinary Shares,NASDAQ,,,USD
UFIV.US,US Treasury 5 Year Note ETF,NASDAQ,,,USD
UFO.US,Procure Space ETF,NASDAQ,,,USD
UFPI.US,"UFP Industries, Inc. - Common Stock",NASDAQ,,,USD
UFPT.US,"UFP Technologies, Inc. - Common Stock",NASDAQ,,,USD
UG.US,"United-Guardian, Inc. - Common Stock",NASDAQ,,,USD
UGRO.US,"urban-gro, Inc. - Common Stock",NASDAQ,,,USD
UHG.US,"United Homes Group, Inc - Class A Common Stock",NASDAQ,,,USD
UHGWW.US,"United Homes Group, Inc - Warrant",NASDAQ,,,USD
UITB.US,VictoryShares Core Intermediate Bond ETF,NASDAQ,,,USD
UIVM.US,VictoryShares International Value Momentum ETF,NASDAQ,,,USD
UK.US,Ucommune International Ltd  - Ordinary Shares,NASDAQ,,,USD
UKOMW.US,Ucommune International Ltd  - Warrant expiring 11/17/2025,NASDAQ,,,USD
ULBI.US,Ultralife Corporation - Common Stock,NASDAQ,,,USD
ULCC.US,"Frontier Group Holdings, Inc. - Common Stock",NASDAQ,,,USD
ULH.US,"Universal Logistics Holdings, Inc. - Common Stock",NASDAQ,,,USD
ULVM.US,VictoryShares US Value Momentum ETF,NASDAQ,,,USD
ULY.US,Urgent.ly Inc. - Common Stock,NASDAQ,,,USD
UMBF.US,UMB Financial Corporation - Common Stock,NASDAQ,,,USD
UMBFO.US,"UMB Financial Corporation - Depositary Shares Each Representing a 1/400th Interest in a Share of 7.750% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock, Series B",NASDAQ,,,USD
UMMA.US,Wahed Dow Jones Islamic World ETF,NASDAQ,,,USD
UNB.US,"Union Bankshares, Inc. - Common Stock",NASDAQ,,,USD
UNCY.US,"Unicycive Therapeutics, Inc. - Common Stock",NASDAQ,,,USD
UNHG.US,Leverage Shares 2X Long UNH Daily ETF,NASDAQ,,,USD
UNIT.US,Uniti Group Inc. - Common Stock,NASDAQ,,,USD
UNIY.US,WisdomTree Voya Yield Enhanced USD Universal Bond Fund,NASDAQ,,,USD
UNTY.US,"Unity Bancorp, Inc. - Common Stock",NASDAQ,,,USD
UOKA.US,MDJM LTD - Ordinary Shares,NASDAQ,,,USD
UONE.US,"Urban One, Inc.  - Class A Common Stock",NASDAQ,,,USD
UONEK.US,"Urban One, Inc.  - Class D Common Stock",NASDAQ,,,USD
UPB.US,"Upstream Bio, Inc. - Common Stock",NASDAQ,,,USD
UPBD.US,"Upbound Group, Inc. - Common Stock",NASDAQ,,,USD
UPC.US,Universe Pharmaceuticals Inc - Ordinary Shares,NASDAQ,,,USD
UPGR.US,Xtrackers US Green Infrastructure Select Equity ETF,NASDAQ,,,USD
UPLD.US,"Upland Software, Inc. - Common Stock",NASDAQ,,,USD
UPST.US,"Upstart Holdings, Inc. - Common stock",NASDAQ,,,USD
UPWK.US,Upwork Inc. - Common Stock,NASDAQ,,,USD
UPXI.US,"Upexi, Inc. - Common Stock",NASDAQ,,,USD
URBN.US,"Urban Outfitters, Inc. - Common Stock",NASDAQ,,,USD
URGN.US,UroGen Pharma Ltd. - Ordinary Shares,NASDAQ,,,USD
URNJ.US,Sprott Junior Uranium Miners ETF,NASDAQ,,,USD
UROY.US,Uranium Royalty Corp. - Common Stock,NASDAQ,,,USD
USAF.US,Atlas America Fund,NASDAQ,,,USD
USAR.US,"USA Rare Earth, Inc. - Common Stock",NASDAQ,,,USD
USARW.US,"USA Rare Earth, Inc. - Warrant",NASDAQ,,,USD
USAU.US,U.S. Gold Corp. - Common Stock,NASDAQ,,,USD
USCB.US,"USCB Financial Holdings, Inc.  - Class A Common Stock",NASDAQ,,,USD
USCL.US,iShares Climate Conscious & Transition MSCI USA ETF,NASDAQ,,,USD
USDX.US,SGI Enhanced Core ETF,NASDAQ,,,USD
USEA.US,United Maritime Corporation - Common Stock,NASDAQ,,,USD
USEG.US,U.S. Energy Corp. - Common Stock,NASDAQ,,,USD
USFI.US,BrandywineGLOBAL - U.S. Fixed Income ETF,NASDAQ,,,USD
USGO.US,U.S. GoldMining Inc. - Common stock,NASDAQ,,,USD
USGOW.US,U.S. GoldMining Inc. - Warrant,NASDAQ,,,USD
USIG.US,iShares Broad USD Investment Grade Corporate Bond ETF,NASDAQ,,,USD
USIN.US,WisdomTree 7-10 Year Laddered Treasury Fund,NASDAQ,,,USD
USIO.US,"Usio, Inc. - Common Stock",NASDAQ,,,USD
USLM.US,"United States Lime & Minerals, Inc. - Common Stock",NASDAQ,,,USD
USMC.US,Principal U.S. Mega-Cap ETF,NASDAQ,,,USD
USOI.US,"ETRACS Crude Oil Shares Covered Call ETNs due April 24, 2037",NASDAQ,,,USD
USOY.US,Defiance Oil Enhanced Options Income ETF,NASDAQ,,,USD
USRD.US,Themes US R&D Champions ETF,NASDAQ,,,USD
USSH.US,WisdomTree 1-3 Year Laddered Treasury Fund,NASDAQ,,,USD
USTB.US,VictoryShares Short-Term Bond ETF,NASDAQ,,,USD
USVM.US,VictoryShares US Small Mid Cap Value Momentum ETF,NASDAQ,,,USD
USVN.US,US Treasury 7 Year Note ETF,NASDAQ,,,USD
USXF.US,iShares ESG Advanced MSCI USA ETF,NASDAQ,,,USD
UTEN.US,US Treasury 10 Year Note ETF,NASDAQ,,,USD
UTHR.US,United Therapeutics Corporation - Common Stock,NASDAQ,,,USD
UTHY.US,US Treasury 30 Year Bond ETF,NASDAQ,,,USD
UTMD.US,"Utah Medical Products, Inc. - Common Stock",NASDAQ,,,USD
UTRE.US,US Treasury 3 Year Note ETF,NASDAQ,,,USD
UTSI.US,UTStarcom Holdings Corp - Ordinary Shares,NASDAQ,,,USD
UTWO.US,US Treasury 2 Year Note ETF,NASDAQ,,,USD
UTWY.US,US Treasury 20 Year Bond ETF,NASDAQ,,,USD
UVSP.US,Univest Financial Corporation - Common Stock,NASDAQ,,,USD
UXIN.US,Uxin Limited - American Depositary Shares,NASDAQ,,,USD
UYLD.US,Angel Oak UltraShort Income ETF,NASDAQ,,,USD
UYSC.US,UY Scuti Acquisition Corp. - Ordinary Shares,NASDAQ,,,USD
UYSCR.US,UY Scuti Acquisition Corp. - Rights,NASDAQ,,,USD
UYSCU.US,UY Scuti Acquisition Corp. - Units,NASDAQ,,,USD
VABK.US,Virginia National Bankshares Corporation - Common Stock,NASDAQ,,,USD
VACH.US,Voyager Acquisition Corp - Class A Ordinary Shares,NASDAQ,,,USD
VACHU.US,Voyager Acquisition Corp - Unit,NASDAQ,,,USD
VACHW.US,Voyager Acquisition Corp - Warrants,NASDAQ,,,USD
VALN.US,Valneva SE - American Depositary Shares,NASDAQ,,,USD
VALU.US,"Value Line, Inc. - Common Stock",NASDAQ,,,USD
VANI.US,"Vivani Medical, Inc.  - Common Stock",NASDAQ,,,USD
VBIL.US,Vanguard 0-3 Month Treasury Bill ETF,NASDAQ,,,USD
VBIX.US,Viewbix Inc. - Common Stock ,NASDAQ,,,USD
VBNK.US,VersaBank - Common Shares,NASDAQ,,,USD
VBTX.US,"Veritex Holdings, Inc. - Common Stock",NASDAQ,,,USD
VC.US,Visteon Corporation - Common Stock,NASDAQ,,,USD
VCEL.US,Vericel Corporation - Common Stock,NASDAQ,,,USD
VCIC.US,Vine Hill Capital Investment Corp. - Class A Ordinary Shares,NASDAQ,,,USD
VCICU.US,Vine Hill Capital Investment Corp. - Unit,NASDAQ,,,USD
VCICW.US,Vine Hill Capital Investment Corp. - Warrant,NASDAQ,,,USD
VCIG.US,VCI Global Limited - Ordinary Share,NASDAQ,,,USD
VCIT.US,Vanguard Intermediate-Term Corporate Bond ETF,NASDAQ,,,USD
VCLT.US,Vanguard Long-Term Corporate Bond ETF,NASDAQ,,,USD
VCRB.US,Vanguard Core Bond ETF,NASDAQ,,,USD
VCSH.US,Vanguard Short-Term Corporate Bond ETF,NASDAQ,,,USD
VCTR.US,"Victory Capital Holdings, Inc. - Common Stock",NASDAQ,,,USD
VCYT.US,"Veracyte, Inc. - Common Stock",NASDAQ,,,USD
VECO.US,Veeco Instruments Inc. - Common Stock,NASDAQ,,,USD
VEEA.US,Veea Inc. - Common Stock,NASDAQ,,,USD
VEEAW.US,Veea Inc. - Warrant,NASDAQ,,,USD
VEEE.US,Twin Vee PowerCats Co. - Common Stock,NASDAQ,,,USD
VELO.US,"Velo3D, Inc. - Common stock",NASDAQ,,,USD
VEON.US,VEON Ltd. - American Depositary Shares,NASDAQ,,,USD
VERA.US,"Vera Therapeutics, Inc. - Class A Common Stock",NASDAQ,,,USD
VERI.US,"Veritone, Inc. - Common Stock",NASDAQ,,,USD
VERO.US,Venus Concept Inc.  - Common Stock,NASDAQ,,,USD
VERU.US,Veru Inc. - Common Stock,NASDAQ,,,USD
VERX.US,"Vertex, Inc. - Class A Common Stock",NASDAQ,,,USD
VFF.US,"Village Farms International, Inc. - Common Shares",NASDAQ,,,USD
VFLO.US,VictoryShares Free Cash Flow ETF,NASDAQ,,,USD
VFS.US,VinFast Auto Ltd. - Ordinary Shares,NASDAQ,,,USD
VFSWW.US,VinFast Auto Ltd. - Warrant,NASDAQ,,,USD
VGAS.US,"Verde Clean Fuels, Inc. - Class A Common Stock",NASDAQ,,,USD
VGASW.US,"Verde Clean Fuels, Inc. - Warrant",NASDAQ,,,USD
VGIT.US,Vanguard Intermediate-Term Treasury ETF,NASDAQ,,,USD
VGLT.US,Vanguard Long-Term Treasury ETF,NASDAQ,,,USD
VGSH.US,Vanguard Short-Term Treasury ETF,NASDAQ,,,USD
VGSR.US,Vert Global Sustainable Real Estate ETF,NASDAQ,,,USD
VGUS.US,Vanguard Ultra-Short Treasury ETF,NASDAQ,,,USD
VHC.US,VirnetX Holding Corp - Common Stock,NASDAQ,,,USD
VIASP.US,"Via Renewables, Inc. - 8.75% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Stock",NASDAQ,,,USD
VIAV.US,Viavi Solutions Inc. - Common Stock,NASDAQ,,,USD
VICR.US,Vicor Corporation - Common Stock,NASDAQ,,,USD
VIGI.US,Vanguard International Dividend Appreciation ETF,NASDAQ,,,USD
